chrom,start,stop,65265,66196,66786,67337
1,30365,30503,0.0,0.0,0.0,0.0
1,1102483,1102578,1011.6376049999983,631.5906450000008,880.1189330000005,361.33969999999823
1,1103242,1103332,1319.8928310000028,886.1089039999962,940.798906,577.4779399999978
1,1104384,1104467,109.72161500000009,113.81626399999988,103.98576699999994,85.29928899999994
1,3044538,3044599,0.0,0.0,0.0,0.0
1,3477258,3477354,0.21556300000000003,0.2240480000000006,1.2965810000000029,0.5254580000000003
1,6489893,6489956,0.0,0.0,0.0,0.0
1,9211726,9211836,149.3852249999994,231.44133999999985,107.61619200000001,88.10172999999993
1,10287775,10287861,0.0,0.0,0.0,0.0
1,17185443,17185516,0.0,0.0,0.0,0.0
1,19223564,19223642,0.0,0.0,0.0,0.0
1,21314806,21314925,0.0,0.0,0.0,0.0
1,23189651,23189719,0.0,0.0,0.0,0.0
1,23370797,23370865,0.0,0.0,0.0,0.0
1,26232852,26232945,1.7245049999999982,1.3442870000000027,2.0745289999999996,1.5763729999999938
1,26881032,26881084,16.38279499999999,12.098578999999978,13.743754999999975,7.181254000000022
1,32224260,32224336,0.0,0.0,0.0,0.17515300000000095
1,33797993,33798093,2.155631000000008,2.016430000000009,1.5558969999999954,0.5254580000000003
1,35135199,35135295,0.21556300000000003,0.0,0.0,0.17515300000000095
1,37627163,37627235,0.0,0.0,0.0,0.0
1,38554902,38555001,0.0,0.0,1.0372649999999988,0.875763000000004
1,41220026,41220118,9265.54851199997,7910.45438200002,15297.57692399997,8674.780082999974
1,41222955,41223044,0.8622520000000001,0.8961909999999984,4.667689999999994,1.4012200000000015
1,52302015,52302074,0.0,0.0,0.0,0.0
1,62544457,62544531,0.0,0.0,0.0,0.0
1,62544460,62544528,0.0,0.0,0.0,0.17515300000000095
1,65523437,65523525,0.0,0.0,0.0,0.0
1,65524116,65524191,9663.693548999974,3217.54992999999,6521.800577000011,5129.51742499999
1,67094122,67094200,1.2933789999999956,1.7923819999999968,0.25931599999999894,11.38491500000005
1,68649200,68649293,0.8622520000000001,0.8961909999999984,0.7779479999999983,2.276982999999987
1,71533313,71533399,264.4959180000004,273.3382710000004,342.29728700000084,297.75932599999953
1,94312387,94312467,0.21556300000000003,0.672143000000002,1.2965810000000029,8.407322000000018
1,98511625,98511727,1.0778149999999966,12.098578999999978,0.0,3.3278980000000042
1,100746796,100746864,0.0,0.0,0.0,0.0
1,110141514,110141589,369.4751449999986,285.8849459999989,635.5838260000015,453.1196329999986
1,113004391,113004455,0.0,0.0,0.0,0.0
1,117214370,117214449,0.0,0.0,0.0,0.0
1,117637264,117637350,10.347029000000017,8.96191100000003,18.930076999999986,9.633389999999975
1,142667288,142667363,0.0,0.0,0.0,0.0
1,143163749,143163822,0.0,0.0,0.0,0.0
1,143424140,143424215,0.0,0.0,0.0,0.0
1,150524404,150524490,0.0,0.0,0.0,0.0
1,151518271,151518367,0.0,0.0,0.0,0.0
1,154166140,154166219,0.21556300000000003,0.8961909999999984,1.2965810000000029,0.5254580000000003
1,154948168,154948259,0.0,0.0,0.0,0.0
1,155164967,155165063,81.26728700000014,56.46003600000022,44.86168999999991,85.64959400000008
1,155316140,155316236,0.0,0.0,0.0,0.17515300000000095
1,156390132,156390221,269.02274300000073,493.1291269999981,8228.619320999998,1586.0062930000079
1,156905922,156906036,0.0,0.4480960000000012,0.0,0.0
1,159869768,159869869,0.0,0.0,0.0,0.0
1,162312335,162312430,0.43112600000000006,0.672143000000002,0.0,0.0
1,165877157,165877213,0.0,0.0,0.0,0.0
1,166123979,166124035,0.0,0.0,0.0,0.0
1,167967897,167967964,0.0,0.0,0.0,0.0
1,168344761,168344859,0.0,0.0,0.0,0.0
1,170120518,170120603,0.0,0.0,0.0,0.0
1,172107937,172108047,10.562591999999997,67.21432900000022,6.7422189999999835,44.839051000000104
1,172107947,172108028,0.0,0.0,0.0,0.0
1,172113674,172113784,1243.5834949999992,3545.779903999996,384.5658150000012,2857.088310000011
1,176998498,176998581,0.0,0.0,0.0,0.17515300000000095
1,180407448,180407525,0.0,0.0,0.25931599999999894,0.0
1,193105632,193105713,0.0,0.0,0.0,0.0
1,198828001,198828111,538.907737000001,609.6339639999975,97.24354699999998,313.1727499999992
1,198828172,198828282,2437.156352000005,2485.8099350000102,468.3249240000004,1792.1608380000068
1,201777738,201777830,0.0,0.0,0.0,0.0
1,205417429,205417526,92.47656800000003,54.219558999999926,181.78060499999995,22.594678000000037
1,207975196,207975284,2376.367558999995,820.0148139999972,657.885011999999,581.6816010000011
1,207975787,207975868,454.4070039999995,420.08955600000036,159.99804999999938,152.03240899999966
1,209605477,209605587,14092.437334999959,23546.07564700011,69160.64815500005,6145.927641999991
1,209796788,209796855,0.0,0.0,0.0,0.0
1,212250954,212251027,0.0,0.0,0.0,0.0
1,220291194,220291304,1.5089419999999962,0.8961909999999984,3.111793999999991,2.9775929999999966
1,220291498,220291583,73.93814200000028,46.37788699999988,43.824424999999856,84.59867900000006
1,224444705,224444843,3.4490099999999964,4.705003000000008,23.857084000000103,7.181254000000022
1,228284963,228285042,0.0,0.2240480000000006,0.0,0.0
1,231155573,231155670,0.0,0.0,0.0,0.0
1,236016299,236016360,0.6466889999999984,0.4480960000000012,0.5186319999999979,0.7006100000000007
1,241295571,241295646,0.0,0.0,0.0,0.0
1,247365268,247365362,0.0,0.0,0.0,0.0
1,249120575,249120642,0.21556300000000003,0.0,0.0,0.0
2,10332739,10332797,0.0,0.0,0.0,0.0
